Ranking,Name,Date,Year,Quart,Sales,Audience,Screen,History,Action,Drama,Horor,Disaster,Comic,Erotic,Crime,Actorpower,Thousand,Factory,Y0,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18
332,장산범,2017-08-17,17,3qr,10341783083,1306438,711,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0
333,만남의 광장,2007-08-15,7,3qr,9589225560,1306434,52,0,0,0,0,0,1,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0
334,못말리는 결혼,2007-05-10,7,2qr,10161517490,1304431,70,0,0,0,0,0,1,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0
335,최강로맨스,2007-01-25,7,1qr,9593839216,1299274,51,0,0,0,0,0,1,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0
336,킹콩을 들다,2009-07-01,9,3qr,8597263166,1277800,411,0,0,1,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0
337,"달마야, 서울 가자",2004-07-09,4,3qr,9417888000,1272000,54,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,달콤한 인생,2005-04-01,5,2qr,9486098700,1271595,82,0,1,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0
339,황진이,2007-06-06,7,2qr,9960578316,1270644,106,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,이장과 군수,2007-03-29,7,1qr,9594713520,1269142,65,0,0,1,0,0,1,0,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0
341,즐거운 인생,2007-09-13,7,3qr,9466124150,1263835,82,0,0,0,0,0,1,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0
342,미스터 소크라테스,2005-11-10,5,4qr,9881185950,1261965,52,0,1,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0
343,달마야 놀자,2001-11-08,1,4qr,9578505300,1253075,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,간기남,2012-04-11,12,2qr,9356404500,1246185,356,0,0,0,0,0,1,0,0,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0
345,신부수업,2004-08-05,4,3qr,9102379176,1242476,56,0,0,1,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,특별수사: 사형수의 편지,2016-06-16,16,2qr,9929947065,1241899,691,0,0,1,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0
347,행복,2007-10-03,7,4qr,9471987960,1239789,89,0,0,1,0,0,0,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0
348,육혈포 강도단,2010-03-18,10,1qr,8784927671,1233582,319,0,0,0,0,0,1,0,0,22,0,1,0,0,0,1,0,0,0,0,0,0,0,0
349,천군,2005-07-15,5,3qr,9851606080,1232992,58,1,0,0,0,0,1,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0
350,텔미썸딩,1999-11-13,-1,4qr,9623520000,1230000,0,0,0,0,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,심야의 F.M.,2010-10-14,10,4qr,9328562568,1228673,422,0,0,0,1,0,0,0,0,26,0,1,0,0,0,1,0,0,0,0,0,0,0,0
352,두사부일체,2001-12-08,1,4qr,9026843700,1228142,0,0,0,0,0,0,1,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0
353,찌라시: 위험한 소문,2014-02-20,14,1qr,9111648087,1221420,560,0,0,1,0,0,0,0,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0
354,결혼전야,2013-11-21,13,4qr,8444337719,1214836,524,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0
355,깡철이,2013-10-02,13,4qr,8572344462,1209363,707,0,0,1,0,0,0,0,0,31,1,1,0,0,0,0,0,0,1,0,0,0,0,0
356,악녀,2017-06-08,17,2qr,9739662144,1208081,685,0,1,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357,인사동 스캔들,2009-04-29,9,2qr,7900084842,1206101,314,0,0,1,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0
358,해빙,2017-03-01,17,1qr,9905406822,1204600,915,0,0,0,1,0,0,0,0,27,2,1,0,0,0,0,0,0,0,0,0,0,1,0
359,그녀를 믿지 마세요,2004-02-20,4,1qr,8426796000,1204000,43,0,0,0,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,형사; Duelist,2005-09-08,5,3qr,8698745580,1203146,88,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,시간이탈자,2016-04-13,16,2qr,9731838195,1202384,733,0,0,1,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0
362,R2B: 리턴투베이스,2012-08-15,12,3qr,8602921371,1201944,539,0,1,0,0,0,0,0,0,29,1,1,0,0,0,0,0,1,0,0,0,0,0,0
363,더 웹툰: 예고살인,2013-06-27,13,2qr,8534322070,1201033,541,0,0,0,1,0,0,0,0,25,0,1,0,0,0,0,0,0,1,0,0,0,0,0
364,짝패,2006-05-25,6,2qr,8904501840,1196520,50,1,0,0,0,0,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0
365,바람 바람 바람,2018-04-05,18,2qr,9784445375,1194239,985,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1
366,파송송 계란탁,2005-02-18,5,1qr,9125211200,1193150,48,0,0,1,0,0,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0
367,몽정기2,2005-01-14,5,1qr,8964853915,1188815,41,0,0,1,0,0,1,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0
368,빅매치,2014-11-27,14,4qr,8952096578,1177438,627,0,1,0,0,0,1,0,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0
369,여선생 VS 여제자,2004-11-17,4,4qr,8995538160,1175580,55,0,0,0,0,0,1,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0
370,서양 골동 양과자점 앤티크,2008-11-13,8,4qr,7367880833,1173310,451,0,0,1,0,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0
371,슬로우 비디오,2014-10-02,14,4qr,8913092219,1169562,618,0,0,1,0,0,1,0,0,20,3,0,0,0,0,0,0,0,0,1,0,0,0,0
372,동주,2016-02-17,16,1qr,8870143589,1169335,499,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0
373,"당신, 거기 있어줄래요",2016-12-14,16,4qr,9361133648,1168625,767,0,0,1,0,0,1,0,0,31,1,1,0,0,0,0,0,0,0,0,0,1,0,0
374,돈의 맛,2012-05-17,12,2qr,8780178611,1166018,643,0,0,1,0,0,0,0,0,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0
375,장수상회,2015-04-09,15,2qr,8729412643,1163575,688,0,0,1,0,0,0,0,0,22,2,1,0,0,0,0,0,0,0,0,1,0,0,0
376,연애술사,2005-05-20,5,2qr,8889739908,1163274,55,0,0,0,0,0,1,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0
377,공공의 적,2002-01-24,2,1qr,8737964500,1161500,54,0,1,0,0,0,0,0,0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0
378,가문의 영광5 - 가문의 귀환,2012-12-19,12,4qr,8330342500,1160021,447,0,0,0,0,0,1,0,0,27,0,1,0,0,0,0,0,1,0,0,0,0,0,0
379,미씽: 사라진 여자,2016-11-30,16,4qr,8881616256,1153109,790,0,0,0,1,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0
380,용서는 없다,2010-01-07,10,1qr,8737627361,1144238,334,0,1,0,0,0,0,0,0,27,1,0,0,0,0,1,0,0,0,0,0,0,0,0
381,"안녕, 형아",2005-05-27,5,2qr,8722127680,1143136,45,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,고령화 가족,2013-05-09,13,2qr,8169492153,1141222,583,0,0,1,0,0,1,0,0,30,0,1,0,0,0,0,0,0,1,0,0,0,0,0
383,김종욱 찾기,2010-12-08,10,4qr,8271660983,1130638,442,0,0,1,0,0,1,0,0,25,0,1,0,0,0,1,0,0,0,0,0,0,0,0
384,하루,2017-06-15,17,2qr,9072737842,1129609,781,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0
385,챔피언,2018-05-01,18,2qr,9471193230,1128784,874,0,0,1,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,1
386,성난 변호사,2015-10-08,15,4qr,8723650039,1128288,607,0,0,1,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0
387,6년째 연애중,2008-02-05,8,1qr,7460438000,1123294,327,0,0,1,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0
388,아랑,2006-06-28,6,2qr,8267591034,1122399,46,0,0,0,1,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0
389,특수본,2011-11-24,11,4qr,8096052500,1118258,471,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0
390,회사원,2012-10-11,12,4qr,8321175000,1110523,549,0,1,0,0,0,0,0,0,30,0,1,0,0,0,0,0,1,0,0,0,0,0,0
391,간신,2015-05-21,15,2qr,8946842910,1110246,697,1,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,1,0,0,0
392,령,2004-06-17,4,2qr,8198237986,1108769,35,0,0,0,1,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0
393,베스트셀러,2010-04-15,10,2qr,8110824681,1099665,317,0,0,0,1,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0
394,지금 사랑하는 사람과 살고 있습니까?,2007-08-15,7,3qr,7665833000,1095119,76,0,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,그때 그 사람들,2005-02-03,5,1qr,7587734000,1083962,45,0,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,내 남자의 로맨스,2004-07-16,4,3qr,7584892000,1083556,47,0,0,0,0,0,1,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0
397,오! 해피데이,2003-04-18,3,2qr,7512610000,1073230,47,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,오빠생각,2016-01-21,16,1qr,8058857287,1069436,855,0,0,1,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0
399,새드무비,2005-10-20,5,4qr,8534120000,1066765,87,0,0,1,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,"날, 보러와요",2016-04-07,16,2qr,8836039063,1063421,683,0,0,0,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0
401,수상한 고객들,2011-04-14,11,2qr,7953428000,1059350,411,0,0,1,0,0,0,0,0,30,0,1,0,0,0,0,1,0,0,0,0,0,0,0
402,남극일기,2005-05-19,5,2qr,7443469440,1057311,78,0,0,1,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0
403,동창생,2013-11-06,13,4qr,7010197126,1048280,660,0,1,0,0,0,0,0,0,30,0,1,0,0,0,0,0,0,1,0,0,0,0,0
404,시크릿,2009-12-03,9,4qr,7979591607,1046787,397,0,0,0,1,0,0,0,0,31,1,1,0,0,1,0,0,0,0,0,0,0,0,0
405,그놈이다,2015-10-28,15,4qr,8098811152,1046313,681,0,0,0,1,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,1,0,0,0
406,마음이...,2006-10-26,6,4qr,7771431862,1042166,66,0,0,1,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0
407,점박이:한반도의 공룡3D,2012-01-26,12,1qr,9621468000,1040636,457,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
408,서편제,1993-04-10,-7,2qr,7835380665,1035741,16,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,파괴된 사나이,2010-07-01,10,3qr,7820538614,1030285,190,0,0,0,1,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0
410,오직 그대만,2011-10-20,11,4qr,7591008500,1027622,435,0,0,1,0,0,0,0,0,28,0,1,0,0,0,0,1,0,0,0,0,0,0,0
411,이중간첩,2003-01-24,3,1qr,7484144760,1025928,53,0,0,1,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0
412,우아한 세계,2007-04-05,7,2qr,7483072395,1025781,103,0,1,0,0,0,0,0,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0
413,김관장 대 김관장 대 김관장,2007-02-08,7,1qr,7481883310,1025618,76,0,0,0,0,0,1,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0
414,데이지,2006-03-09,6,1qr,7463485320,1023096,90,0,0,1,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0
415,야수,2006-01-12,6,1qr,7412828840,1016152,87,0,1,0,0,0,0,0,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0
416,심장이 뛴다,2011-01-05,11,1qr,7538083500,1006947,445,0,0,1,0,0,0,0,0,23,0,1,0,0,0,0,1,0,0,0,0,0,0,0
417,분신사바,2004-08-05,4,3qr,7284918249,1001125,40,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,염력,2018-01-31,18,1qr,7484684112,990111,1099,0,1,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,1
419,방황하는 칼날,2014-04-10,14,2qr,7828526800,989881,594,0,0,1,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,1,0,0,0,0
420,강력 3반,2005-09-29,5,3qr,7592012952,989573,41,0,1,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0
421,방가? 방가!,2010-09-30,10,3qr,7129363141,989021,259,0,0,0,0,0,1,0,0,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0
422,미쓰 와이프,2015-08-13,15,3qr,7387086869,988451,437,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0
423,시체가 돌아왔다,2012-03-29,12,1qr,7360631000,986923,435,0,0,0,0,0,1,0,0,21,0,1,0,0,0,0,0,1,0,0,0,0,0,0
424,원더풀 라디오,2012-01-05,12,1qr,7255598000,986287,474,0,0,1,0,0,0,0,0,28,0,1,0,0,0,0,0,1,0,0,0,0,0,0
425,전국노래자랑,2013-05-01,13,2qr,6685476000,977873,581,0,0,1,0,0,0,0,0,26,0,1,0,0,0,0,0,0,1,0,0,0,0,0
426,내 사랑,2007-12-18,7,4qr,432940833,977401,56,0,0,1,0,0,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0
427,돈 크라이 마미,2012-11-22,12,4qr,6808882099,975462,444,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0
428,바보,2008-02-28,8,1qr,6301818833,974554,263,0,0,1,0,0,0,0,0,22,0,1,0,1,0,0,0,0,0,0,0,0,0,0
429,"고산자, 대동여지도",2016-09-07,16,3qr,7801007258,974262,765,1,0,0,0,0,0,0,0,32,0,1,0,0,0,0,0,0,0,0,0,1,0,0
430,우리는 형제입니다,2014-10-23,14,4qr,7263255399,970373,566,0,0,1,0,0,0,0,0,32,1,1,0,0,0,0,0,0,0,1,0,0,0,0
431,백야행,2009-11-19,9,4qr,7170684217,956767,398,0,0,1,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0
432,허삼관,2015-01-14,15,1qr,7405415569,955175,621,0,0,0,0,0,1,0,0,17,2,0,0,0,0,0,0,0,0,0,1,0,0,0
433,점쟁이들,2012-10-03,12,4qr,6731202500,953682,479,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0
434,불한당: 나쁜 놈들의 세상,2017-05-17,17,2qr,7654331125,951797,860,0,1,0,0,0,0,0,0,18,1,1,0,0,0,0,0,0,0,0,0,0,1,0
435,상사부일체,2007-09-19,7,3qr,8902950125,947510,64,0,0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,오로라 공주,2005-10-27,5,4qr,7294029145,946372,47,0,0,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,GP 506,2008-04-03,8,2qr,6316842000,945185,355,0,1,0,1,0,0,0,0,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0
438,낭만자객,2003-12-05,3,4qr,6428491024,940134,44,0,0,0,0,0,1,0,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0
439,평행이론,2010-02-18,10,1qr,6905140883,937029,272,0,0,1,0,0,0,0,0,28,0,1,0,0,0,1,0,0,0,0,0,0,0,0
440,투 가이즈,2004-07-09,4,3qr,6294019245,931000,39,0,0,0,0,0,1,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,뽀로로 극장판 슈퍼썰매 대모험,2013-01-23,13,1qr,6819979500,929985,459,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
442,불어라 봄바람,2003-09-04,3,3qr,6201924913,924190,41,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,영어완전정복,2003-11-05,3,4qr,6777820070,917782,50,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,크로싱,2008-06-26,8,2qr,5657365667,907255,303,0,0,1,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0
445,예의없는 것들,2006-08-24,6,3qr,5929105922,904802,52,0,0,0,0,0,1,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0
446,마이 파더,2007-09-06,7,3qr,7592012955,902090,83,0,0,1,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0
447,인랑,2018-07-25,18,3qr,6995052173,897591,1085,0,1,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,1
448,누구나 비밀은 있다,2004-07-30,4,3qr,6712832000,896000,50,0,0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,방과후 옥상,2006-03-16,6,1qr,6678496164,891417,44,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,돈 텔 파파,2004-09-03,4,3qr,6598534048,880744,32,0,0,0,0,0,1,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0
451,고死 두 번째 이야기: 교생실습,2010-07-28,10,3qr,5901045987,872594,320,0,0,0,1,0,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0
452,킬러들의 수다,2001-10-12,1,4qr,6040201453,871125,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,체포왕,2011-05-04,11,2qr,6413325500,870887,407,0,0,0,0,0,1,0,0,24,1,1,0,0,0,0,1,0,0,0,0,0,0,0
454,열한시,2013-11-28,13,4qr,6097792000,870785,512,0,0,1,0,0,0,0,0,29,0,1,0,0,0,0,0,0,1,0,0,0,0,0
455,극장판 헬로카봇 : 백악기 시대,2018-08-01,18,3qr,6521741400,870106,758,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1
456,미확인 동영상 : 절대클릭금지,2012-05-30,12,2qr,5939840500,867386,361,0,0,0,1,0,0,0,0,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0
457,투캅스,1993-12-18,-7,4qr,5920129552,860433,2,0,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,맹부삼천지교,2004-03-26,4,1qr,5848291045,860044,31,0,0,0,0,0,1,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0
459,숙명,2008-03-20,8,1qr,5680873500,858215,341,0,1,0,0,0,0,0,0,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0
460,무사,2001-09-06,1,3qr,5892019205,857148,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,2009로스트메모리즈,2002-02-01,2,1qr,6028858825,856150,59,0,0,1,0,0,0,0,0,29,0,1,1,0,0,0,0,0,0,0,0,0,0,0
462,올드미스다이어리,2006-12-21,6,4qr,6582818255,856090,42,0,0,1,0,0,0,0,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0
463,살인의뢰,2015-03-12,15,1qr,6986456737,855980,646,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0
464,좋아해줘,2016-02-17,16,1qr,6572774337,848148,637,0,0,1,0,0,0,0,0,18,3,1,0,0,0,0,0,0,0,0,0,1,0,0
465,만추,2011-02-17,11,1qr,6300514500,844103,444,0,0,1,0,0,0,0,0,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0
466,"이대로, 죽을 순 없다(Short Time)",2005-08-18,5,3qr,5219295025,838419,42,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,아는 여자,2004-06-25,4,2qr,5895330000,838000,40,0,0,0,0,0,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,대립군,2017-05-31,17,2qr,6276963402,837500,809,1,0,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,1,0
469,국화꽃 향기,2003-02-28,3,1qr,4484236016,837236,42,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,마린보이,2009-02-05,9,1qr,5565284169,837059,340,0,0,1,0,0,0,0,0,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0
471,슈퍼스타 감사용,2004-09-17,4,3qr,5024949215,834706,43,0,0,1,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0
472,남쪽으로 튀어,2013-02-06,13,1qr,5970851500,832894,428,0,0,0,0,0,1,0,0,26,1,1,0,0,0,0,0,0,1,0,0,0,0,0
473,어디선가 누군가에 무슨일이 생기면 틀림없이 나타난다 홍반장,2004-03-12,4,1qr,5358391025,830000,55,0,0,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,손님,2015-07-09,15,3qr,6385937880,828025,634,0,0,0,1,0,0,0,0,28,3,1,0,0,0,0,0,0,0,0,1,0,0,0
475,뽀로로 극장판 공룡섬 대모험,2017-12-07,17,4qr,6226737300,827021,803,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0
476,카트,2014-11-13,14,4qr,5926917433,814233,544,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0
477,외출,2005-09-07,5,3qr,5920529392,809191,78,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,그놈은 멋있었다,2004-07-22,4,3qr,5600000000,800000,34,0,0,0,0,0,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,화이트: 저주의 멜로디,2011-06-09,11,2qr,5587166000,790954,305,0,0,0,1,0,0,0,0,24,0,1,0,0,0,0,1,0,0,0,0,0,0,0
480,나는 왕이로소이다,2012-08-08,12,3qr,5455343404,790181,471,1,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0
481,상의원,2014-12-24,14,4qr,6202433964,790158,466,1,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,1,0,0,0,0
482,반칙왕,2000-02-04,1,1qr,6929401259,787423,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,관능의 법칙,2014-02-13,14,1qr,5858771500,781516,591,0,0,0,0,0,1,0,0,22,0,1,0,0,0,0,0,0,0,1,0,0,0,0
484,푸른소금,2011-08-31,11,3qr,5739824500,771699,476,0,0,1,0,0,0,0,0,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0
485,레슬러,2018-05-09,18,2qr,6482683657,771309,957,0,0,0,0,0,1,0,0,23,2,1,0,0,0,0,0,0,0,0,0,0,0,1
486,나의 결혼원정기,2005-11-23,5,4qr,6240205012,767657,76,0,0,1,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0
487,동해물과 백두산이,2003-12-31,3,4qr,5251256665,764567,32,0,0,0,0,0,1,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0
488,몽정기,2002-11-06,2,4qr,4829590125,763190,39,0,0,0,0,0,1,0,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0
489,두 얼굴의 여친,2007-09-13,7,3qr,5929102952,762112,80,0,0,0,0,0,1,0,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0
490,모던보이,2008-10-02,8,4qr,4971421000,758473,373,0,0,1,0,0,0,0,0,19,0,1,0,1,0,0,0,0,0,0,0,0,0,0
491,스플릿,2016-11-09,16,4qr,6102712539,758195,702,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0
492,폰,2002-07-26,2,3qr,6492019245,755437,32,0,0,0,1,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0
493,주유소 습격사건 2,2010-01-21,10,1qr,5466499511,742475,322,0,0,0,0,0,1,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0
494,싸이보그지만 괜찮아,2006-12-07,6,4qr,5029959295,739481,72,0,0,1,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0
495,김씨표류기,2009-05-14,9,2qr,4796220849,733931,288,0,0,0,0,0,1,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0
496,더 파이브,2013-11-14,13,4qr,5343797000,731212,501,0,1,0,0,0,0,0,0,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0
497,Mr.로빈 꼬시기,2006-12-07,6,4qr,4950295992,730443,69,0,0,0,0,0,1,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0
498,순정만화,2008-11-27,8,4qr,4674779333,730343,386,0,0,1,0,0,0,0,0,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0
499,해피엔드,1999-12-11,-1,4qr,4201029582,730000,0,0,0,1,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,비스티 보이즈,2008-04-30,8,2qr,4785372500,727409,278,0,1,0,0,0,1,0,0,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0
